InstutionName	City	Tuition	InstitutionType
ITT Technical Institute-Fort Lauderdale	Fort Lauderdale	22841	Private
Franklin Technology-MSSU	Joplin	23235	Public
Professional Technical Institution Inc	Bayamon	6958	Private
Erikson Institute	Chicago		Private
South Texas College	McAllen	1158	Public
Pike County Joint Vocational School District	Piketon	6093	Public
Lorain County Joint Vocational School District	Oberlin	5678	Public
Roger Williams University School of Law	Bristol		Private
Everest Institute-Kendall	Miami	20739	Private
California State University-Monterey Bay	Seaside	9579	Public
Heald College-Salinas	Salinas	18817	Private
Heritage College-Oklahoma City	Oklahoma City	19727	Private
Ann Arbor Institute of Massage Therapy	Ann Arbor	23988	Private
Brown Mackie College-Atlanta	Atlanta	20850	Private
Bryant & Stratton College-Henrietta	Rochester	13805	Private
Argosy University-The Art Institute of California-Hollywood	North Hollywood	27606	Private
Sage College	Moreno Valley	9158	Private
Lincoln Technical Institute-Hartford	Hartford	23772	Private
Ohio Center for Broadcasting-Valley View	Valley View	18392	Private
EINE Inc	Tewksbury	18150	Private
Marian Health Careers Center-Los Angeles Campus	Los Angeles	24125	Private
Cleveland Clinic Health System-School of Diagnostic Imaging	Euclid		Private
National Institute of Massotherapy	Akron	15361	Private
Academy for Nursing and Health Occupations	West Palm Beach		Private
Shawsheen Valley Regional Vocational Technical School	Billerica	15305	Public
Shear Ego International School of Hair Design	Rochester	17833	Private
Remington College-Memphis Campus	Memphis	21500	Private
Fayette Institute of Technology	Oak Hill	2431	Public
Professional Beauty School	Yakima	3668	Private
Capella University	Minneapolis	14557	Private
College of Menominee Nation	Keshena	3409	Private
Leech Lake Tribal College	Cass Lake	11591	Public
Southwest Acupuncture College-Albuquerque	Albuquerque		Private
Spartan College of Aeronautics & Technology	Inglewood	21053	Private
Stone Academy-Waterbury	Waterbury	8805	Private
East San Gabriel Valley Regional Occupational Program	West Covina	16131	Public
Yukon Beauty College Inc	Yukon	8636	Private
ITT Technical Institute-Little Rock	Little Rock	25197	Private
ITT Technical Institute-Oxnard	Oxnard	24314	Private
ITT Technical Institute-Louisville	Louisville	23917	Private
ITT Technical Institute-Greenville	Greenville	24870	Private
ITT Technical Institute-Cordova	Cordova	24407	Private
Toni & Guy Hairdressing Academy-Atlanta	Marietta	15281	Private
Mitchell's Hair Styling Academy-Raleigh	Raleigh	11460	Private
Salon Academy	Coldwater	8886	Private
Artistic Academy of Hair Design	Morris Plains	14457	Private
Motoring Technical Training Institute	Seekonk	11547	Private
Baker College of Jackson	Jackson	13201	Private
Phagans Newport Academy of Cosmetology Careers	Newport	8209	Private
Mech-Tech College	Caguas	10539	Private
Baldwin Beauty School-North Austin	Austin	10031	Private
ITT Technical Institute-Everett	Everett	23220	Private
Jean Madeline Aveda Institute	Philadelphia	15823	Private
Stillwater Beauty Academy	Stillwater	7375	Private
ITT Technical Institute-Bessemer	Bessemer	23714	Private
ITT Technical Institute-Orland Park	Orland Park	22907	Private
Pacific College of Oriental Medicine-New York	New York	24698	Private
Baker College Center for Graduate Studies	Flint	14227	Private
Johnson & Wales University-North Miami	North Miami	22207	Private
ITT Technical Institute-Pittsburgh	Pittsburgh	23305	Private
Tricoci University of Beauty Culture-Indianapolis	Indianapolis	18015	Private
Trine University-Regional/Non-Traditional Campuses	Fort Wayne	21420	Private
Pennsylvania Highlands Community College	Johnstown	4226	Public
Nevada Career Institute	Las Vegas	22344	Private
Phillips Theological Seminary	Tulsa		Private
Empire Beauty School-Hanover	Hanover	14269	Private
Industrial Management Training Institute	Waterbury	23472	Private
Faris Technical Institute Inc	Nederland	17380	Private
Four-D College	Colton	22999	Private
Allen School-Jamaica	Jamaica	25354	Private
Premiere Career College	Irwindale	17005	Private
Tennessee Academy of Cosmetology-Stage Road	Memphis	10705	Private
The University of Texas MD Anderson Cancer Center	Houston		Private
Carousel Beauty College-Springfield	Springfield	14723	Private
Carousel Beauty College-Kettering	Kettering	13467	Private
Paul Mitchell the School-Huntsville	Madison	12654	Private
Estes Institute of Cosmetology Arts and Science	Visalia	9254	Private
Baldwin Park Adult & Community Education	Baldwin Park	2196	Public
Ventura Adult and Continuing Education	Ventura	8029	Public
Marinello Schools of Beauty-Sacramento	Sacramento	12879	Private
Albert I Prince Technical High School	Hartford		Private
Bullard-Havens Technical High School	Bridgeport	19071	Public
Howell Cheney THS/CT Aero Tech School	Hartford	4273	Public
W F Kaynor Technical High School	Waterbury	13953	Public
Platt Technical High School	Milford	2315	Public
College of Business and Technology-Kendall	Miami	27454	Private
City College-Altamonte Springs	Altamonte Springs	23499	Private
Augusta Area Dietetic Internship-University Hospital	Augusta		Private
Empire Beauty School-Dunwoody	Dunwoody	13909	Private
Cobb Beauty College Inc	Kennesaw	14319	Private
Career Center of Southern Illinois	Red Bud	13331	Public
Crave Beauty Academy	Wichita	14283	Private
Camelot College	Baton Rouge	14495	Private
Hastings Beauty School	Hastings	13213	Private
Kirksville Area Technical Center	Kirksville	9935	Public
South Central Career Center	West Plains	9858	Public
Saline County Career Center	Marshall	11089	Public
Warrensburg Area Career Center	Warrensburg	8708	Public
Nevada Regional Technical Center	Nevada	3950	Public
Cass Career Center	Harrisonville	22617	Public
Applied Technology Services	Sunset Hills	20565	Public
Central College of Cosmetology	Saint Robert	4543	Private
Southeast Missouri Hospital College of Nursing and Health Sciences	Cape Girardeau	23699	Private
Messenger College	Euless	18120	Private
Tennessee Academy of Cosmetology-Shelby Drive	Memphis	10565	Private
Durham Beauty Academy	Durham	24034	Private
Union County Vocational Technical School	Scotch Plains	7728	Public
Prism Career Institute-Philadelphia	Philadelphia	25215	Private
Clinton Essex Warren Washington BOCES	Plattsburgh	17290	Public
Jefferson Lewis BOCES-Practical Nursing Program	Watertown	12437	Public
Veeb Nassau County School of Practical Nursing	Hicksville	12846	Public
Syracuse City Schools Practical Nursing Program	Syracuse	13263	Public
Cattaraugus Allegany BOCES-Practical Nursing Program	Olean		Private
Orange Ulster BOCES-Practical Nursing Program	Goshen	16179	Public
Wayne Finger Lakes BOCES-Practical Nursing Program	Newark	13700	Public
Broome Delaware Tioga BOCES-Practical Nursing Program	Binghamton	17666	Public
Washington Saratoga Warren Hamilton Essex BOCES-Practical Nursing Program	Hudson Falls	12693	Public
Albany BOCES-Adult Practical Nursing Program	Albany	16899	Public
Ulster BOCES School of Practical Nursing	Port Ewen	15504	Public
Eastern Suffolk BOCES	Patchogue	15061	Public
Rockland County BOCES-Practical Nursing Program	West Nyack	18878	Public
New York College of Health Professions	Syosset	24033	Private
Charles Stuart School of Diamond Setting	Brooklyn	23589	Private
Penta County Joint Vocational School	Perrysburg	4951	Public
Career and Technology Education Centers of Licking County	Newark		Private
Willoughby-Eastlake School of Practical Nursing	Eastlake	10165	Public
Washington County Career Center-Adult Technical Training	Marietta	13039	Public
Ohio Media School-Cincinnati	Cincinnati	18986	Private
Vantage Career Center	Van Wert		Private
Indian Capital Technology Center-Muskogee	Muskogee	8400	Public
Western Technology Center	Burns Flat	5253	Public
Mid-America Technology Center	Wayne	-991	Public
Northeast Technology Center-Pryor	Pryor		Private
Eastern Oklahoma County Technology Center	Choctaw		Private
Wes Watkins Technology Center	Wetumka	8064	Public
Technical Institute of Cosmetology Arts and Sciences	Tulsa	10493	Private
York County School of Technology-Adult & Continuing Education	York	17515	Public
Chester County Intermediate Unit	Downingtown	18631	Public
Jefferson County Dubois Area Vocational Technical Practical Nursing Program	Reynoldsville	11784	Public
Greater Johnstown Career and Technology Center	Johnstown	12420	Public
Mifflin County Academy of Science and Technology	Lewistown	15335	Public
Lenape Technical School Practical Nursing Program	Ford City	16536	Public
Venango County Area Vocational Technical School	Oil City	12444	Public
Lancaster County Career and Technology Center	Willow Street	11589	Public
Lebanon County Area Vocational Technical School	Lebanon	10367	Public
Indiana County Technology Center	Indiana	13960	Public
Northern Tier Career Center	Towanda	15067	Public
Clarion County Career Center Practical Nursing Program	Shippenville	13663	Public
Hazleton Area Career Center	Hazle TWP.	13758	Public
All-State Career School-Pittsburgh	West Mifflin	8886	Private
Colegio Tecnologico y Comercial de Puerto Rico	Aguada	5263	Private
Quality Technical and Beauty College	Bayamon	3361	Private
D'Mart Institute	Barranquitas	10454	Private
Automeca Technical College-Aguadilla	Aguadilla	5045	Private
Fortis Institute-Cookeville	Cookeville	19996	Private
North Central Institute	Clarksville	20800	Private
Pipo Academy of Hair Design	El Paso	6091	Private
Tint School of Makeup and Cosmetology-Dallas	Dallas	10657	Private
United Technical Center	Clarksburg	6797	Public
Charles H McCann Technical School	North Adams	7939	Public
Ailano School of Cosmetology	Brockton	15266	Private
Carsten Institute of Cosmetology	Tempe	12223	Private
Central California School of Continuing Education	San Luis Obispo	19417	Private
Marion County Community Technical and Adult Education Center	Ocala		Private
Rivertown School of Beauty Barber Skin Care and Nails	Columbus	6158	Private
Atlanta Institute of Music and Media	Duluth	23113	Private
Illinois Media School	Lombard	17327	Private
St Louis Hair Academy	Saint Louis	23671	Private
New Dimensions School of Hair Design	Joplin	9430	Private
Adirondack Beauty School	Glens Falls	8149	Private
Forbes Road Career and Technology Center	Monroeville		Private
Jna Institute of Culinary Arts	Philadelphia	17144	Private
Cortiva Institute-Seattle	Seattle	20954	Private
Putnam Career and Technical Center	Eleanor	1534	Public
Argosy University-Washington DC	Arlington		Private
Crawford County Career and Technical Center Practical Nursing Program	Meadville	13282	Public
Texas College of Cosmetology-San Angelo	San Angelo	11036	Private
Beauty Schools of America-Hialeah	Hialeah	19357	Private
Automeca Technical College-Bayamon	Bayamon	5422	Private
Automeca Technical College-Caguas	Caguas	5106	Private
Automeca Technical College-Ponce	Ponce	5456	Private
Everest University-Melbourne	Melbourne	24368	Private
Centura College-Chesapeake	Chesapeake	23671	Private
University of Phoenix-Hawaii	Honolulu	18453	Private
Florida College of Natural Health-Miami	Miami	20983	Private
Prism Career Institute-Cherry Hill	Cherry Hill	25409	Private
American National College	Houston	9328	Private
Francois D College of Hair Skin and Nails	Sandy	10494	Private
Southwest College of Naturopathic Medicine & Health Sciences	Tempe		Private
Escuela de Peritos Electricistas de Isabela Inc	Isabela	3409	Private
Virginia College-Birmingham	Birmingham	16347	Private
Virginia College-Huntsville	Huntsville	16768	Private
Yeshiva D'monsey Rabbinical College	Monsey	13422	Private
Lincoln Technical Institute-Mahwah	Mahwah	14522	Private
Career Technical Institute	Washington	20857	Private
Northwest Vista College	San Antonio	6470	Public
ITT Technical Institute-Getzville	Getzville	22702	Private
Oconee Fall Line Technical College	Sandersville	2476	Public
York County Community College	Wells	10266	Public
Northeast Technology Center-Afton	Afton	5990	Public
Western Suffolk BOCES	Northport	23360	Public
Sanford-Brown College-Atlanta	Atlanta	18044	Private
Sanford-Brown College-Middleburg Heights	Middleburg Heights		Private
Arkansas State University-Mountain Home	Mountain Home	5372	Public
Columbia Gorge Community College	The Dalles	7596	Public
Arizona State University-Polytechnic	Mesa	11386	Public
Colleen O'Haras Beauty Academy	Santa Ana	30097	Private
Bakke Graduate University	Dallas		Private
Tillamook Bay Community College	Tillamook	6658	Public
Argosy University-Schaumburg	Schaumburg		Private
Manhattan School of Computer Technology	Brooklyn	9248	Private
Brown Mackie College-Hopkinsville	Hopkinsville	19710	Private
Indian Capital Technology Center-Sallisaw	Sallisaw	12916	Public
Indian Capital Technology Center-Stilwell	Stilwell	7732	Public
Globelle Technical Institute	Vega Baja	6659	Private
Hairitage Hair Academy	Saint George	6175	Private
Houghton Lake Institute of Cosmetology	Houghton Lake	10413	Private
Arizona College-Glendale	Glendale	20755	Private
Vanguard-Sentinel Adult Career and Technology Center	Fremont	6372	Public
House of Heavilin Beauty College-Raymore	Raymore	16085	Private
Living Arts College	Raleigh	26243	Private
New York Conservatory for Dramatic Arts	New York	38023	Private
Eastern International College-Jersey City	Jersey City	19605	Private
Academia Serrant Inc	Ponce	5021	Private
Champion Institute of Cosmetology	Palm Springs	6219	Private
Pacific College	Costa Mesa	11617	Private
American College of Healthcare	Riverside	13664	Private
Compu-Med Vocational Careers Corp	Hialeah	12031	Private
Professional Electrical School Inc	Manati	8057	Private
Midwestern University-Glendale	Glendale		Private
Oregon Coast Community College	Newport	5885	Public
Le Cordon Bleu College of Culinary Arts-Pasadena	Pasadena	16113	Private
Gwinnett College-Sandy Springs	Sandy Springs	14642	Private
Lincoln Technical Institute-Brockton	Brockton	14797	Private
Mildred Elley-Pittsfield Campus	Pittsfield	20703	Private
Embry-Riddle Aeronautical University-Worldwide	Daytona Beach	17123	Private
Computer Systems Institute	Skokie	18056	Private
Merkaz Bnos-Business School	Brooklyn	25066	Private
Lia Schorr Institute of Cosmetic Skin Care Training	New York	6334	Private
ITT Technical Institute-Webster	Webster	23618	Private
CET-Alexandria	Alexandria		Private
CET-Durham	Durham	13613	Private
Aviation Institute of Maintenance-Chesapeake	Chesapeake	25835	Private
Centura College-Richmond Main	Richmond	23310	Private
Technical Education Center-Osceola	Kissimmee	8687	Public
Miami Ad School-Wynwood	Miami		Private
Green Country Technology Center	Okmulgee	9154	Public
